drug_id,drug_name,brand_name,active_ingredient,gene_symbol,clinpgx_id,ncbi_id,boxed_warning,indications
432,"dextromethorphan hbr, guaifenesin, and phenylephrine hcl",Maximum Strength Severe Congestion and Cough,DEXTROMETHORPHAN HYDROBROMIDE,,,,None,Uses helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive temporarily relieves: cough due to minor throat and bronchial irritation as may occur with the common cold or inhaled irritants the intensity of coughing the impulse to cough to help you get to sleep nasal congestion due to a cold
435,cetirizine hydrochloride,Childrens Cetirizine Hydrochloride Sugar Free Grape,CETIRIZINE HYDROCHLORIDE,,,,None,"Uses Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: runny nose itchy, watery eyes sneezing itching of the nose or throat"
437,tolnaftate 1%,Novonail Solution,TOLNAFTATE,,,,None,"For effective treatment of most athlete's foot and ringworm. Relieves itching, scaling, cracking, burning, redness, soreness, irritation, and discomfort. Helps prevent most athlete's foot (dermatophytosis) with daily use."
439,trolamin salicylate 10%,Warrior Arthritis Relief,TROLAMINE SALICYLATE,,,,None,"Adults and children 12 years of age : apply generously to the affected area, massage into painful area until thoroughly absorbed into the skin, repeat as necessary, but not more than 3 to 4 times daily. Children under 12 years of age : ask a doctor."
441,"antihemophilic factor (recombinant), fc-vwf-xten fusion protein-ehtl",ALTUVIIIO,,,,,None,"1 INDICATIONS AND USAGE ALTUVIIIO is indicated for use in adults and pediatric patients with hemophilia A (congenital factor VIII deficiency) for: Routine prophylaxis to reduce the frequency of bleeding episodes On-demand treatment and control of bleeding episodes Perioperative management of bleeding ALTUVIIIO [antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl] is a recombinant DNA-derived, Factor VIII concentrate indicated for use in adults and children with hemophilia A (con"
442,dicyclomine hydrochloride,Dicyclomine hydrochloride,DICYCLOMINE HYDROCHLORIDE,,,,None,"1 INDICATIONS AND USAGE Dicyclomine hydrochloride capsules, USP are indicated for the treatment of patients with functional bowel/irritable bowel syndrome. Dicyclomine hydrochloride capsules, USP are an antispasmodic and anticholinergic (antimuscarinic) agent indicated for the treatment of functional bowel/irritable bowel syndrome (1)"
443,chlorhexidine gluconate solution 0.75% antiseptic,Chlorhexidine Gluconate Solution 0.75% Antiseptic,CHLORHEXIDINE GLUCONATE,,,,None,Use healthcare personnel handwash: helps reduce bacteria that potentially can cause disease
445,enoxaparin sodium,Enoxaparin Sodium,ENOXAPARIN SODIUM,,,,"WARNING: SPINAL/EPIDURAL HEMATOMAS Epidural or spinal hematomas may occur in patients who are anticoagulated with low molecular weight heparins (LMWH) or heparinoids and are receiving neuraxial anesthesia or undergoing spinal puncture. These hematomas may result in long-term or permanent paralysis. Consider these risks when scheduling patients for spinal procedures. Factors that can increase the risk of developing epidural or spinal hematomas in these patients include: Use of indwelling epidural catheters Concomitant use of other drugs that affect hemostasis, such as non-steroidal anti-inflammatory drugs (NSAIDs), platelet inhibitors, other anticoagulants A history of traumatic or repeated epidural or spinal punctures A history of spinal deformity or spinal surgery Optimal timing between the administration of enoxaparin sodium injection and neuraxial procedures is not known Monitor patients frequently for signs and symptoms of neurological impairment. If neurological compromise is noted, urgent treatment is necessary. Consider the benefits and risks before neuraxial intervention in patients anticoagulated or to be anticoagulated for thromboprophylaxis [see Warnings and Precautions (5.1) and Drug Interactions (7) ] . WARNING: SPINAL/EPIDURAL HEMATOMAS See full prescribing information for complete boxed warning. Epidural or spinal hematomas may occur in patients who are anticoagulated with low molecular weight heparins (LMWH) or heparinoids and are receiving neuraxial anesthesia or undergoing spinal puncture. These hematomas may result in long-term or permanent paralysis. Consider these risks when scheduling patients for spinal procedures. Factors that can increase the risk of developing epidural or spinal hematomas in these patients include: Use of indwelling epidural catheters Concomitant use of other drugs that affect hemostasis, such as non-steroidal anti-inflammatory drugs (NSAIDs), platelet inhibitors, and other anticoagulants A history of traumatic or repeated epidural or spinal punctures A history of spinal deformity or spinal surgery Optimal timing between the administration of enoxaparin sodium injection and neuraxial procedures is not known Monitor patients frequently for signs and symptoms of neurological impairment. If neurological compromise is noted, urgent treatment is necessary. ( 5.1 , 7 )","1 INDICATIONS AND USAGE Enoxaparin sodium injection is a low molecular weight heparin (LMWH) indicated for: Prophylaxis of deep vein thrombosis (DVT) in abdominal surgery, hip replacement surgery, knee replacement surgery, or medical patients with severely restricted mobility during acute illness ( 1.1 ) Inpatient treatment of acute DVT with or without pulmonary embolism ( 1.2 ) Outpatient treatment of acute DVT without pulmonary embolism ( 1.2 ) Prophylaxis of ischemic complications of unstable"
448,tividenofusp alfa-eknm,AVLAYAH,TIVIDENOFUSP ALFA,,,,"WARNING: HYPERSENSITIVITY REACTIONS INCLUDING ANAPHYLAXIS Patients treated with enzyme replacement therapies, including AVLAYAH, have experienced life-threatening hypersensitivity reactions, including anaphylaxis. Anaphylaxis has occurred during the early course of enzyme replacement therapy and after extended duration of therapy. Initiate AVLAYAH in a healthcare setting with appropriate medical monitoring and support measures, including access to cardiopulmonary resuscitation equipment. If a severe hypersensitivity reaction (e.g., anaphylaxis) occurs, discontinue AVLAYAH and immediately initiate appropriate medical treatment, including use of epinephrine. Inform patients of the symptoms of life-threatening hypersensitivity reactions, including anaphylaxis and to seek immediate medical care should symptoms occur [see Warnings and Precautions (5.1) ] . WARNING: HYPERSENSITIVITY REACTIONS INCLUDING ANAPHYLAXIS See full prescribing information for complete boxed warning. Anaphylaxis has occurred during the early course of enzyme replacement therapy and after extended duration of therapy. ( 5.1 ) Initiate AVLAYAH in a healthcare setting with appropriate medical monitoring and support measures, including access to cardiopulmonary resuscitation equipment. ( 5.1 ) If a severe hypersensitivity reaction (e.g., anaphylaxis) occurs, discontinue AVLAYAH and immediately initiate appropriate medical treatment, including use of epinephrine. ( 5.1 )","1 INDICATIONS AND USAGE AVLAYAH is indicated for the treatment of neurologic manifestations of Hunter syndrome (Mucopolysaccharidosis type II, MPS II) when initiated in presymptomatic or symptomatic pediatric patients weighing at least 5 kg prior to advanced neurologic impairment. This indication is approved under accelerated approval based on the reduction of cerebrospinal fluid heparan sulfate [see Clinical Studies (14) ] . Continued approval for this indication may be contingent upon verifica"
450,ivermectin,Ivermectin,IVERMECTIN,,,,None,"INDICATIONS AND USAGE Ivermectin is indicated for the treatment of the following infections: Strongyloidiasis of the intestinal tract Ivermectin is indicated for the treatment of intestinal (i.e., nondisseminated) strongyloidiasis due to the nematode parasite Strongyloides stercoralis . This indication is based on clinical studies of both comparative and open-label designs, in which 64-100% of infected patients were cured following a single 200-mcg/kg dose of ivermectin (See CLINICAL PHARMACOLOG"
452,pantoprazole sodium,Pantoprazole Sodium,PANTOPRAZOLE SODIUM,,,,None,1 INDICATIONS AND USAGE Pantoprazole Sodium for Injection is indicated for treatment of: gastroesophageal reflux disease (GERD) and a history of erosive esophagitis (EE) for up to 10 days in adults. pathological hypersecretory conditions including Zollinger-Ellison (ZE) Syndrome in adults. Limitations of Use The safety and effectiveness of Pantoprazole Sodium for Injection for the treatment of upper gastrointestinal bleeding have not been established in adult or pediatric patients. Pediatric use
453,penicillin v potassium,Penicillin V Potassium,PENICILLIN V POTASSIUM,,,,None,"INDICATIONS AND USAGE To reduce the development of drug-resistant bacteria and maintain the effectiveness of penicillin V potassium and other antibacterial drugs, penicillin V potassium should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and s"
454,benzonatate,Benzonatate,BENZONATATE,,,,None,INDICATIONS AND USAGE Benzonatate is indicated for the symptomatic relief of cough.
456,phenylephrine hcl,Nasal Decongestant PE,PHENYLEPHRINE HYDROCHLORIDE,,,,None,"Uses temporarily relieves sinus congestion and pressure temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies"
457,chenodiol,CTEXLI,CHENODIOL,,,,None,1 INDICATIONS AND USAGE CTEXLI is indicated for the treatment of cerebrotendinous xanthomatosis (CTX) in adults. CTEXLI is a bile acid indicated for treatment of cerebrotendinous xanthomatosis (CTX) in adults. ( 1 )
463,omeprazole,omeprazole,OMEPRAZOLE,,,,None,Use • treats frequent heartburn (occurs 2 or more days a week) • not intended for immediate relief of heartburn; this drug may take 1 to 4 days for full effect
465,carbidopa and levodopa,Carbidopa and Levodopa,CARBIDOPA HYDRATE,,,,None,"INDICATIONS AND USAGE Carbidopa and levodopa extended-release tablets are indicated in the treatment of Parkinson’s disease, post-encephalitic parkinsonism, and symptomatic parkinsonism that may follow carbon monoxide intoxication or manganese intoxication."
466,bismuth subsalicylate,Bismuth,BISMUTH SUBSALICYLATE,,,,None,Uses relieves travelers’ diarrhea diarrhea upset stomach due to overindulgence in food and drink including: heartburn indigestion nausea gas belching fullness
468,bisacodyl suppository,Walgreens Gentle Laxative,BISACODYL,,,,None,Directions -detach one suppository from the strip -remove wrapper before inserting into the rectum adults and children 12 years of age and older 1 suppository once daily children 6 to under 12 years 1/2 suppository once daily children under 6 years do not use
